Date,Close,High,Low,Open,Volume
2023-10-03,21.29326629638672,21.600401908768163,21.233672166855488,21.58206673320154,12873200
2023-10-04,21.453710556030273,21.577482174946677,21.16949521742893,21.362027681050854,16379400
2023-10-05,21.51788902282715,21.930461104651155,21.36202865288313,21.44454306924793,15530000
2023-10-06,22.39345359802246,22.567650866228018,21.41245096693178,21.51788564937837,41413600
2023-10-09,22.27427101135254,22.420962921286296,22.109242175500682,22.25135072830767,19707000
2023-10-10,22.237594604492188,22.521811677450582,22.219259429386245,22.301773837831547,19682000
2023-10-11,22.44846534729004,22.53097975432526,22.23759422447489,22.242179329701997,16514000
2023-10-13,22.37970542907715,22.613496859810155,22.3017761179698,22.50347705439954,21928200
2023-10-16,22.833532333374023,22.916046741624015,22.544731904499052,22.627246312749044,15472400
2023-10-17,22.62724494934082,23.048983678357466,22.55389900739422,22.73726298790812,16189200
2023-10-18,22.51722526550293,22.783105399221437,22.41637568780384,22.48972163008736,22840800
2023-10-19,22.691423416137695,22.975638734944773,22.44388019554511,22.517226140679366,16271800
2023-10-20,22.618078231811523,23.016896712600076,22.530980465505273,22.63183005051637,19846600
2023-10-23,22.585988998413086,22.824363760115965,22.384288084066938,22.590572354980033,15813600
2023-10-24,22.480554580688477,22.8472843151399,22.329277581580527,22.691423959409878,17053000
2023-10-25,22.485137939453125,22.755601446519066,22.41179199255585,22.498891506731265,12625200
2023-10-26,22.952716827392578,23.01231095005873,22.443878604046915,22.526393005060005,19577600
2023-10-27,22.37053680419922,22.948137718186675,22.246765179773334,22.87479176467935,20337800
2023-10-30,22.21467399597168,22.56306854841837,22.104655952139773,22.46221721765139,18010200
2023-10-31,22.164249420166016,22.393455729572928,21.90295436733857,22.223843550249317,14087400
2023-11-01,22.187171936035156,22.34303229979387,22.04048003469818,22.168835011191685,21810000
2023-11-03,22.96647071838379,23.131499535311004,22.39345496444502,22.439297273983303,24765400
