Date,Close,High,Low,Open,Volume
2023-10-03,26.0653018951416,26.26479952538787,25.804418577416065,26.0653018951416,37947300
2023-10-04,25.029438018798828,25.865798906383432,24.85295857443167,25.781395057549048,88895900
2023-10-05,25.113842010498047,25.274975035354643,24.776229540270357,24.94503431186899,35342000
2023-10-06,25.712339401245117,25.95020454371481,24.806923949882197,25.014093322351524,48132800
2023-10-09,26.817256927490234,26.917007198402708,26.165047220176923,26.203414735395114,77528400
2023-10-10,27.01675796508789,27.116508248637913,26.65612727799767,26.778895731970454,48326500
2023-10-11,26.947696685791016,27.047446955123107,26.464297613629434,26.963043106229062,41578500
2023-10-13,27.8377685546875,27.899154236379488,27.4541168252038,27.461791498930502,66943700
2023-10-16,28.144689559936523,28.236765150376037,27.592230163238934,27.929845539900903,49626600
2023-10-17,28.904319763183594,28.904319763183594,28.106326394021238,28.160037401742827,68814800
2023-10-18,29.556529998779297,29.62558742812111,29.088474414021487,29.149860096561078,85931700
2023-10-19,29.418413162231445,29.518163426136624,29.096144204626338,29.43375958183457,56016600
2023-10-20,29.042438507080078,29.817416739999913,28.689479572795193,29.686973613049805,66242400
2023-10-23,27.12417984008789,28.236770594257994,27.05512240218683,28.075637548165783,104499100
2023-10-24,27.530851364135742,27.76871358416989,26.986063635505406,27.354371904196302,78634900
2023-10-25,27.6766357421875,27.8377687673141,27.431098867604938,27.68431041597282,32846500
2023-10-26,27.39273452758789,27.56921397485129,26.970718203520594,27.507828292135088,47858600
2023-10-27,27.193233489990234,27.975883368169427,26.986061205146004,27.78405750372444,45843100
2023-10-30,26.91700553894043,27.408079262341303,26.748197848885024,27.300657251226145,31346900
2023-10-31,26.656126022338867,26.99373852310281,26.464300139103077,26.863295400446514,36965200
2023-11-01,26.947696685791016,27.269965660929145,26.778891915033338,26.8709675106312,46335300
2023-11-03,27.26996612548828,27.538521170153032,26.893986135927165,27.46179199368609,30959700
2023-11-06,27.246946334838867,27.72267661819766,27.246946334838867,27.4234287178133,33583600
2023-11-07,26.79423713684082,27.177888891448717,26.59473951233818,26.90933383403543,48919900
2023-11-08,26.218759536743164,26.702161567704245,26.019261911998445,26.548700280268754,59742900
2023-11-09,26.763545989990234,26.970718279193004,26.36454783230681,26.471969850331103,56231100
2023-11-10,26.640779495239258,26.901662812491,26.47964352941415,26.594740229713416,40004800
2023-11-13,27.385061264038086,27.43110052844622,26.602411331283502,26.610086005533493,44120000
2023-11-14,27.76104164123535,27.807080906255063,27.23160326514659,27.385061627817667,50888600
2023-11-16,27.277639389038086,27.998906566865884,27.239274798671435,27.607580134846415,72361200
2023-11-17,28.167709350585938,28.328842374907282,27.48480973862654,27.49248441237351,87666300
2023-11-20,28.190732955932617,28.559038298773277,27.83009936049188,28.21375112516307,67796900
2023-11-21,27.899154663085938,28.037269521974917,27.553867515863498,28.037269521974917,49597800
2023-11-22,28.03570556640625,28.035705566406246,27.310094420267454,27.82838939968558,58578300
2023-11-23,28.043676376342773,28.10746783430178,27.75662394075966,28.011783689107407,24068100
2023-11-24,28.123416900634766,28.561972546739952,27.67688580107181,27.89217741826765,53456200
2023-11-27,27.96394157409668,28.227076789473376,27.70878181225859,27.908125566303617,36996000
2023-11-28,28.386547088623047,28.402494952680264,28.027730793439794,28.043675615752964,36875900
2023-11-29,28.09151840209961,28.729417737369523,27.860278942519276,28.625761186587138,37528600
2023-11-30,28.63373565673828,28.641708068239517,28.099495875574338,28.27491630429912,58808800
2023-12-01,28.442363739013672,28.705498939328024,28.33073172981757,28.482234920935813,36388100
2023-12-04,27.83635711669922,28.346676556475558,27.788513528566266,28.258964832437037,35601900
2023-12-05,27.708778381347656,28.043674386639097,27.652962380465752,27.84433065727688,43234200
2023-12-06,26.712059020996094,27.748645777641205,26.712059020996094,27.54930205360392,64179200
2023-12-07,26.648269653320312,27.25427632516353,26.345269359142776,26.831668570512075,64723900
2023-12-08,27.50146484375,27.54133298504654,26.696114397536586,26.879510280896028,53290700
2023-12-11,27.397804260253906,27.660936416768156,27.30212011622546,27.477540539986926,30613300
2023-12-12,27.174537658691406,27.589169923955104,26.95127062153733,27.549301787880957,30371500
2023-12-13,27.56525230407715,27.605120443988984,27.22238082569599,27.278196829921377,38992900
2023-12-14,28.163280487060547,28.498179517996302,27.78054091009381,27.90812076908272,57950000
2023-12-15,28.227073669433594,28.538049404691485,27.908122481518657,28.131386488012737,56570100
2023-12-18,28.577919006347656,28.944710762014108,28.37060285280613,28.506155137478643,44474300
2023-12-19,28.904842376708984,28.904842376708984,28.553998488405767,28.67360290767673,32183000
2023-12-20,29.008502960205078,29.295558443010208,28.936739089503796,29.000527506935942,38947900
2023-12-21,29.016475677490234,29.247715156824842,28.761315921584533,29.239739703471663,30511900
2023-12-22,29.295557022094727,29.34339757241239,29.000526100330276,29.104185695591948,31234700
2023-12-26,29.766010284423828,29.797902972777912,29.36732278342749,29.391243060129113,23466800
2023-12-27,29.789928436279297,29.84574443909802,29.606532563911493,29.75803270845602,19588500
2023-12-28,29.69424819946289,29.789932353771537,29.534772581118865,29.686272745586255,21421900
2024-01-02,30.12482261657715,30.212534341871645,29.821822345961053,29.85371503009591,24043800
2024-01-03,31.06572914123535,31.193309019036853,30.037114665479635,30.140774266738422,52300200
2024-01-04,30.802597045898438,31.37670497647253,30.7069098560159,31.193309091814008,45344900
2024-01-05,30.874359130859375,31.209255150836448,30.627171800582925,30.993963548675165,35783700
2024-01-08,30.643125534057617,30.643125534057614,29.98927819117838,30.6032573871493,35158100
2024-01-09,30.379981994628906,30.89827688816008,30.324165995847864,30.834485437128144,27279000
2024-01-10,30.100908279418945,30.51554367238319,29.909536928149127,30.379988331536975,27382000
2024-01-11,30.356067657470703,30.419859120977016,30.06103974311501,30.284303781898302,26564400
2024-01-12,30.435800552368164,30.882331621903415,30.435800552368164,30.69893574738288,24479500
2024-01-15,30.76272964477539,30.794622333759662,30.188618658638276,30.29227826263399,13818300
2024-01-16,30.379981994628906,30.93017261367605,30.364037173614726,30.786644890597994,31277700
2024-01-17,30.204561233520508,30.41985281561251,30.156717645807696,30.276325094217842,27577300
