Date,Close,High,Low,Open,Volume
2023-10-03,10.167830467224121,10.417717789254699,10.11612927360008,10.288465216075894,5700400
2023-10-04,9.961028099060059,10.19368143377815,9.92656090792543,10.167831245867841,6407200
2023-10-05,9.874858856201172,9.986877423140168,9.814541482373476,9.95241023498683,5082300
2023-10-06,9.917943954467773,9.969644330547814,9.736990994662307,9.81454238054503,4518800
2023-10-09,9.823158264160156,9.840392270172652,9.668056318860877,9.78007489265419,5953800
2023-10-10,10.012728691101074,10.116130266737876,9.892093108643467,9.917944118874674,6165200
2023-10-11,10.14198112487793,10.176448316239986,10.012728540948219,10.055812735591456,7083800
2023-10-13,10.029962539672852,10.150597298464453,9.952411153728159,10.055812727733528,4963000
2023-10-16,10.047195434570312,10.202298201984565,10.047195434570312,10.150597005592267,4582200
2023-10-17,10.038578033447266,10.064429041499567,9.780074527025102,10.029961852525771,7985100
2023-10-18,9.736990928649902,9.96102808151164,9.702523737575993,9.88347669615468,7110800
2023-10-19,9.693906784057617,9.84900955556659,9.590505210305855,9.61635539830313,7302500
2023-10-20,9.37508487701416,9.581888020491183,9.323383680263582,9.521570642417712,10217200
2023-10-23,9.435402870178223,9.581888645131132,9.263066906046182,9.280300913340735,6044400
2023-10-24,9.59050464630127,9.728373403195745,9.564654459824208,9.65082202200195,6286800
2023-10-25,9.512953758239746,9.711140722871123,9.418169188402008,9.659439525474305,6183100
2023-10-26,9.728374481201172,9.788691863585647,9.469870122497746,9.5129543192421,6184300
2023-10-27,9.797307968139648,9.986877923359415,9.711140404321664,9.736990591290798,12237800
2023-10-30,9.909326553344727,10.055812315961267,9.849009176418845,9.900709550423135,10559100
2023-10-31,10.133363723754883,10.202298103772591,9.866242384864284,9.90932657781601,12138800
2023-11-01,10.314316749572754,10.331549933817552,10.150596979552674,10.21953136005714,10222000
2023-11-03,10.917492866516113,10.995044249148076,10.417718202624167,10.443568389580612,17701900
2023-11-06,10.92611026763916,10.969193640215924,10.788241503163139,10.917493264418745,5367000
2023-11-07,10.943343162536621,10.986427355735168,10.82270840769585,10.82270840769585,4840200
2023-11-08,10.943343162536621,11.107062932338573,10.90887597233031,10.943343162536621,4631700
2023-11-09,10.788241386413574,11.063978912381604,10.702072998667242,11.038128724762764,5710800
2023-11-10,10.917492866516113,10.969193240429004,10.80547429402135,10.814091296927707,3338700
2023-11-13,10.891642570495605,11.012277322926117,10.771006996302475,10.977810133408454,7029400
2023-11-14,11.839491844177246,11.85672585149292,10.986428204356168,10.986428204356168,22570900
2023-11-16,12.658087730407715,12.787340314261602,11.839491319717082,11.839491319717082,23860700
2023-11-17,12.804573059082031,12.873507439397098,12.632237108294362,12.666704298451895,12628800
2023-11-20,14.01954460144043,14.148796370525707,13.183714138969213,13.183714138969213,26674300
2023-11-21,14.139431953430176,14.184577183407363,13.489342880550156,13.742155823992945,17212900
2023-11-22,14.4644775390625,14.500592691300549,14.1123457634679,14.347100280530967,12988000
2023-11-23,14.247780799865723,14.482536181326584,14.085259168198498,14.356128841335103,9128700
2023-11-24,14.103316307067871,14.211664345176139,13.904677806665884,14.085258731253326,5244600
2023-11-27,14.446418762207031,14.527680005516231,14.013026612656176,14.022054969966575,8098400
2023-11-28,14.599912643432617,14.690203108916805,14.238752503643251,14.26583929885903,7483600
2023-11-29,14.708261489868164,14.933986791636695,14.545738997051242,14.672144614954457,7735700
2023-11-30,14.825637817382812,15.114565926706408,14.717288915312777,14.834667036067597,9014200
2023-12-01,15.493783950805664,15.65630643706858,14.897869315939856,14.95204290397839,11355600
2023-12-04,15.35835075378418,15.484756380039586,15.259031063356364,15.412524347586855,6118500
2023-12-05,15.511842727661133,15.611162409698979,15.277088211483628,15.47572585341197,5092900
