Date,Close,High,Low,Open,Volume
2023-10-03,58.650264739990234,58.98500398451572,58.20100430915129,58.20981518211237,15268800
2023-10-04,58.02482986450195,58.82644460222701,57.72532065648085,58.49170534218197,14377000
2023-10-05,58.0512580871582,58.535748610240034,57.839844162917544,58.02483218671906,11556300
2023-10-06,58.89691925048828,59.416646536662554,57.9807833039869,58.042445977274134,22711400
2023-10-09,58.474082946777344,58.474082946777344,57.601994673224254,57.90150387792284,14392200
2023-10-10,58.82644271850586,59.43426526772696,58.755969175260255,59.07309339913848,18261700
2023-10-11,59.33736801147461,59.399030683903945,58.74716718668999,58.8528707847247,13659400
2023-10-13,58.65907287597656,59.284517204879,58.54455840261291,59.19642191073904,16302700
2023-10-16,59.28451919555664,59.68092114958759,59.17880887147552,59.37260777192712,13103300
2023-10-17,59.76900863647461,59.94519250673163,58.659073776401485,59.02024566988278,24031000
2023-10-18,57.57556915283203,59.28451565954547,57.54914325356981,59.23165714029385,34907300
2023-10-19,56.747520446777344,57.83102933580494,56.747520446777344,57.522715983879046,22855500
2023-10-20,55.21476364135742,55.91067483495862,54.61575190007587,55.77853860718386,58015100
2023-10-23,55.10905456542969,55.43498632500113,54.71264925764619,54.95929995566093,17595000
2023-10-24,56.368736267089844,56.61538358544645,55.998756888646255,56.3775437797455,21768800
2023-10-25,56.315879821777344,57.41700369853607,56.15731771469502,56.99416917274094,26091800
2023-10-26,57.52272033691406,57.58438301196557,56.03399854116375,56.20136817910873,30936700
2023-10-27,59.52235412597656,59.68972711181734,57.00298206886977,57.67246729150584,47989100
2023-10-30,60.05970764160156,60.68514526624756,59.93638229143067,60.25350654064941,26604100
2023-10-31,60.78204345703125,60.993457378556386,59.5223573600347,59.69853450785108,20961400
2023-11-01,61.94483184814453,62.2795711266981,61.00226996729841,61.01108084115517,31543500
2023-11-03,62.72001266479492,63.08118451847921,62.48217286706449,62.764060307687494,28599600
2023-11-06,62.98429489135742,63.24856734842346,62.720022434291394,62.720022434291394,19096300
2023-11-07,61.73341369628906,62.631927867094085,60.99345491969041,62.39408805505741,37073000
2023-11-08,61.77745056152344,62.420509852253886,61.50437399514321,61.76864640957527,21047900
2023-11-09,62.07696533203125,62.66716616054952,61.85674054042945,62.1033912317071,16542700
